setting,date,source,indicator_name,dimension,subgroup,estimate,population,iso3,whoreg6,wbincome2024
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,100,24.40855789,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,96.03000641,10.18158817,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,95.92178345,75.41478729,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,95.01382446,89.16091919,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,97.48793793,16.24805641,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,98.40288544,210.6538849,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,92.81114197,48.88520432,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,,,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,,,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,95.01248932,21.39983177,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,92.07318115,90.95722198,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,,,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,92.02831268,63.01546097,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,95.68965149,7.27436018,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,95.88149261,84.98170471,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,97.02017975,28.74544907,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,97.05937958,60.29060364,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,94.44444275,78.82358551,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,89.95652008,48.65211868,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,97.74163055,23.26421547,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,88.92372894,72.49353027,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,94.20882416,92.71764374,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,95.93797302,8.926252365,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,92.81887054,107.9793091,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,100,15.25507259,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,92.62901306,75.52574921,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,98.58477783,68.86543274,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,96.60375977,54.28458023,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,,,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,96.75898743,47.66585541,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,94.8536911,14.62095261,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,100,10.42974377,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,,,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,91.75400543,82.49810791,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,98.00926208,13.57149792,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,,,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,76.27612305,151.7210236,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,95.02336884,10.66490269,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,97.33866119,94.18092346,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,,,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,,,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,96.58745575,75.05286407,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,99.05473328,15.20638943,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,94.0861969,79.67417908,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,90.44854736,47.71649933,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,100,34.03258133,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,93.45561218,51.1277504,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,93.84123993,79.53771973,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,96.52976227,66.18587494,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,98.38435364,42.6168251,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,97.66976166,104.5878983,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,96.27689362,21.17318153,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,,,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,95.09254456,96.89044952,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,100,88.56027222,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,93.23464966,38.18413544,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,94.02984619,191.9737549,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,94.36702728,65.25167847,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,96.70632935,63.93754959,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,96.10389709,54.3601532,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,,,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,95.93430328,21.27259445,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,93.38661194,35.1080513,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,96.72255707,58.35497665,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,96.12198639,77.89556122,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,100,16.01913071,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,99.36355591,28.73461723,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,93.38957977,76.64746857,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,,,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,94.8457489,75.82279205,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,,,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,90.57971191,98.28111267,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,89.80158234,107.5069351,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,98.56159973,158.1339722,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,98.66201019,67.6132431,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,97.91686249,43.98891449,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,98.99740601,15.77358437,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,95.67562103,63.84912872,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,95.78947449,8.650699615,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,,,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,96.92386627,109.8485641,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,,,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,95.78947449,115.3793106,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,97.86897278,32.87893677,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,93.21585846,83.45801544,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,95.20319366,46.08248138,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,97.24771118,177.1888733,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,97.04319,109.2062988,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,92.20893097,83.56724548,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,94.2334671,74.69652557,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,100,111.2649994,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,,,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,87.35271454,27.6295433,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,,,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,81.63461304,136.4653778,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,95.88294983,10.32757664,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,provincia constitucional del callao,94.78699493,54.81246567,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,85.71026611,50.62918472,PER,Americas,Upper middle income
